tick,gate,pitch_control,energy_control,airflow_control,tension_control,rms,peak,f0_hz,control_vowel_a,control_vowel_i,control_vowel_u,control_vowel_e,control_vowel_o,control_vowel_y,control_consonant_m,control_consonant_n,control_consonant_p,control_consonant_b,control_consonant_t,control_consonant_d,control_consonant_k,control_consonant_g,control_consonant_f,control_consonant_s,control_consonant_sh,control_consonant_h,control_consonant_r,control_consonant_y,control_consonant_w,organ_activity_0,organ_activity_1,organ_activity_2,organ_activity_3,organ_activity_4,organ_activity_5,organ_activity_6,organ_activity_7,organ_activity_8,organ_activity_9,organ_activity_10,organ_activity_11,organ_activity_12,organ_activity_13,organ_activity_14,organ_activity_15,organ_activity_16,organ_activity_17,organ_activity_18,organ_activity_19,organ_activity_20,organ_activity_21,organ_activity_22,organ_activity_23,organ_activity_24,organ_activity_25,spectrum_0,spectrum_1,spectrum_2,spectrum_3,spectrum_4,spectrum_5,spectrum_6,spectrum_7,spectrum_change_0,spectrum_change_1,spectrum_change_2,spectrum_change_3,spectrum_change_4,spectrum_change_5,spectrum_change_6,spectrum_change_7
91,1.0,0.655,0.68,0.18,0.68,0.11477651362193735,0.36894315481185913,272.56262401864376,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6652365039275876,0.6545421089986826,0.668812012228197,0.17999999999999997,0.6799999999999999,3.3355816261924628e-12,2.2318541802593512e-07,0.014933446817270978,0.9554485737555103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00045034808879359893,0.029752398715586725,0.014891435103872235,0.01757665003143931,0.004393553464293338,0.002640695387891303,0.000109882225348788,6.72257152074479e-05,0.0010321580796027626,0.002869585595134918,0.0013717298824076213,0.0033358148747607737,0.0007650449784815643,0.0010748691535498072,3.8720575603757375e-05,1.1337793794239456e-05
92,1.0,0.655,0.68,0.18,0.68,0.1493446057728642,0.45875802636146545,272.63794473707543,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6716579829151487,0.6547414206536518,0.6736819405564617,0.17999999999999997,0.6799999999999999,2.138709522721903e-12,1.4310211302177086e-07,0.009575033230895875,0.9714344992154497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008286286161336412,0.0314071875445435,0.019863437377155853,0.024021568097435296,0.0075184465943695196,0.0031847299639702633,9.5358080307955e-05,7.452259461628492e-05,0.00037828052734004223,0.001654788828956772,0.004972002273283618,0.006444918065995987,0.0031248931300761817,0.0005440345760789602,1.4524145040832994e-05,7.296879408837017e-06
93,1.0,0.655,0.68,0.18,0.68,0.1618779398708569,0.49805790185928345,272.6804889073992,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6752879606602091,0.6548539755571403,0.6764320773363117,0.17999999999999997,0.6799999999999999,1.3712986025176726e-12,9.17542684124463e-08,0.00613932352621554,0.9816843611112659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002341029578968679,0.03149181268486389,0.025783150645020316,0.024600115655812497,0.0069140106224631495,0.0032549949796057943,0.00015323813466486502,7.037702646637284e-05,0.001512400962835038,8.462514032039209e-05,0.005919713267864463,0.0005785475583772008,0.00060443597190637,7.026501563553098e-05,5.788005435691001e-05,4.145568149912081e-06
94,1.0,0.655,0.68,0.18,0.68,0.15042870610302272,0.4762733280658722,272.7045173044328,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6773387501266144,0.6549175373508611,0.6779851294138931,0.17999999999999997,0.6799999999999999,8.792497706157353e-13,5.8831037460798636e-08,0.003936413843236039,0.9882563715429786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015570852920847066,0.031510633736933066,0.023278325616187097,0.026290946809639056,0.007214030307420861,0.0026469887914507655,0.00013136281729283437,6.831846469187374e-05,0.0007839442868839725,1.8821052069177557e-05,0.0025048250288332193,0.0016908311538265594,0.00030001968495771154,0.0006080061881550288,2.187531737203065e-05,2.0585617744990978e-06
95,1.0,0.655,0.68,0.18,0.68,0.17076219861216554,0.48561811447143555,272.718087511146,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6784970778575935,0.6549534318476425,0.678862166066525,0.17999999999999997,0.6799999999999999,5.637577094503457e-13,3.772130745085208e-08,0.002523951357027134,0.99247021574435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006307493570466161,0.027501899718650438,0.020504937545643094,0.03088865706279367,0.00786670709755472,0.0029170654893644985,0.0002865098205233815,7.207104771568707e-05,0.0009263359350380905,0.004008734018282629,0.002773388070544003,0.004597710253154613,0.000652676790133859,0.00027007669791373305,0.00015514700323054713,3.752583023813324e-06
96,1.0,0.655,0.68,0.18,0.68,0.1726709659684279,0.5290241241455078,272.725751151139,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6791512567864754,0.6549737021204554,0.6793574445579313,0.17999999999999997,0.6799999999999999,3.614703871257542e-13,2.4186162563423077e-08,0.0016183081114769689,0.9951720500061686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016261918945131562,0.025101717218195624,0.01939358451450225,0.03513235675734571,0.009037465535259132,0.0026219481572554056,0.0002677081213635157,7.11997218848692e-05,0.00099544253746654,0.0024001825004548137,0.0011113530311408458,0.004243699694552041,0.0011707584377044118,0.00029511733210909295,1.8801699159865784e-05,8.713258308178649e-07
97,1.0,0.655,0.68,0.18,0.68,0.16018533685119657,0.5050494074821472,272.73007904266996,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6795206955294226,0.6549851491108508,0.6796371372974691,0.17999999999999997,0.6799999999999999,2.3176772322321714e-13,1.5507693107045635e-08,0.0010376274235161492,0.9969044131476348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00041861650319319145,0.02423684684080775,0.01969347278981836,0.03145222491140619,0.007430971599996865,0.002064685656547985,0.0002306804061141077,6.373374638918186e-05,0.0012075753913199647,0.0008648703773878746,0.0002998882753161118,0.003680131845939523,0.0016064939352622666,0.0005572625007074206,3.702771524940801e-05,7.465975495687344e-06
98,1.0,0.655,0.68,0.18,0.68,0.14103816889102488,0.48751047253608704,272.7325231117909,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.679729327169558,0.6549916134337695,0.6797950848560801,0.17999999999999997,0.6799999999999999,1.4860491880178856e-13,9.94322869002805e-09,0.0006653063544556576,0.9980151704195818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001480487817047149,0.023959788228201162,0.019586135417561396,0.026575015165217174,0.005775713358930493,0.0024953485131246744,0.00030679896477236047,7.630676577752681e-05,0.0010618713138539576,0.00027705861260658715,0.00010733737225696385,0.004877209746189014,0.0016552582410663723,0.0004306628565766894,7.611855865825276e-05,1.257301938834495e-05
99,1.0,0.655,0.68,0.18,0.68,0.11870882876610268,0.4243795871734619,272.7339033315917,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6798471459294444,0.6549952639540683,0.6798842807047546,0.17999999999999997,0.6799999999999999,9.528255955993266e-14,6.375403233720054e-09,0.0004265813867747956,0.9987273661986602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001659631522655077,0.02391683689527224,0.017904359992358624,0.019480575975294994,0.0048602829550095285,0.0024770714902204996,0.0001966666461595689,6.846570586918294e-05,0.00017914370560792787,4.295133292892342e-05,0.0016817754252027722,0.00709443918992218,0.0009154304039209644,1.8277022904174788e-05,0.00011013231861279157,7.841059908343865e-06
100,1.0,0.655,0.68,0.18,0.68,0.09124727491851274,0.3309303820133209,272.7346827698116,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.679913680484074,0.6549973254690357,0.679934651216909,0.17999999999999997,0.6799999999999999,6.109330854923791e-14,4.087783521794213e-09,0.00027351561926925214,0.9991840121649279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005375171569998161,0.021660097059995283,0.013963231936716855,0.012356332829822488,0.004923994965505225,0.0016010622995698035,0.0002467167073129754,6.805487478801423e-05,0.0011221143656552609,0.002256739835276956,0.003941128055641769,0.007124243145472506,6.371201049569682e-05,0.000876009190650696,5.00500611534065e-05,4.1083108116871873e-07
101,1.0,0.655,0.68,0.18,0.68,0.07503438255267,0.2516506612300873,272.73512293368356,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6799512537925494,0.6549984896438966,0.6799630963579374,0.17999999999999997,0.6799999999999999,3.9171831306071434e-14,2.6210066263215815e-09,0.00017537285100471865,0.9994768046029544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000899877919842869,0.0207890796207428,0.0109691584481098,0.008740742602687243,0.00396550144321299,0.0014659925083213951,0.0003248293404153383,6.857647909057173e-05,0.0003623607628430529,0.0008710174392524833,0.002994073488607054,0.0036155902271352448,0.000958493522292235,0.0001350697912484084,7.811263310236288e-05,5.216043025575018e-07
102,1.0,0.655,0.68,0.18,0.68,0.0706247811321351,0.20974290370941162,272.73537150251246,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.679972472130272,0.6549991470745378,0.6799791598445591,0.17999999999999997,0.6799999999999999,2.5116210012339538e-14,1.6805380467423564e-09,0.00011244563272727407,0.9996645373720976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012813196199728733,0.01979766222347731,0.010297311656366189,0.008906696532439279,0.0030438446834223603,0.0012708872067789037,0.00022984046891684766,6.472557626698883e-05,0.00038144170013000437,0.0009914173972654892,0.0006718467917436119,0.0001659539297520357,0.00092165675979063,0.00019510530154249139,9.498887149849062e-05,3.8509028235829006e-06
103,1.0,0.655,0.68,0.18,0.68,0.07600396448458419,0.21087521314620972,272.73551187393485,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6799844545123851,0.6549995183375348,0.6799882311865572,0.17999999999999997,0.6799999999999999,1.6104021291600178e-14,1.0775280375815812e-09,7.209793446932561e-05,0.9997849079419378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001019288397119913,0.02226961091269799,0.009642360065862918,0.01013414808227931,0.0035900450947612766,0.0016229329664765935,0.00021416445345067496,6.150510294602718e-05,0.0002620312228529603,0.0024719486892206786,0.0006549515905032704,0.0012274515498400303,0.0005462004113389162,0.0003520457596976898,1.56760154661727e-05,3.220473320961648e-06
104,1.0,0.655,0.68,0.18,0.68,0.07066834725463166,0.17308874428272247,272.73559114425285,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.679991221181256,0.6549997279964772,0.6799933539377743,0.17999999999999997,0.6799999999999999,1.0325582627032462e-14,6.90889845680725e-10,4.6227781628039605e-05,0.9998620871906635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007523906415632926,0.019748103840974907,0.00972786986003563,0.010405525685480227,0.002562149548873613,0.001257449995310762,0.00016252676962014045,6.363993109499472e-05,0.0002668977555566204,0.0025215070717230816,8.55097941727112e-05,0.00027137760320091776,0.0010278955458876637,0.00036548297116583144,5.163768383053451e-05,2.1348281489675373e-06
105,1.0,0.655,0.68,0.18,0.68,0.09986735613417806,0.31034472584724426,272.73563590964807,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6799950424419241,0.6549998463946815,0.6799962468482211,0.17999999999999997,0.6799999999999999,6.620561079566265e-15,4.4298501961587866e-10,2.9640346980521552e-05,0.9999115730113401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009046780591219521,0.02508887585147049,0.015809857359643784,0.013126118806751902,0.004990931984526331,0.0014940358901653677,0.00010379255104695907,6.949795095394924e-05,0.0001522874175586595,0.005340772010495584,0.006081987499608154,0.0027205931212716753,0.002428782435652718,0.00023658589485460566,5.873421857318139e-05,5.858019858954525e-06
106,0.0,0.63,0.0,0.18,0.68,0.10347651371895163,0.2980167865753174,268.6521262589461,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4998925622957614,0.6441178663064869,0.3840062034924521,0.17999999999999997,0.6799999999999999,4.2449739246205375e-15,2.840333069459601e-10,1.9004809190169443e-05,0.7128876130930271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00033853981540996926,0.029236311036138222,0.016567153405930977,0.016438069015055002,0.003417104558986956,0.0018772741154382514,0.0001033228529129676,5.422358446356872e-05,0.0005661382437119829,0.00414743518466773,0.0007572960462871939,0.0033119502083030997,0.0015738274255393749,0.0003832382252728836,4.6969813399146544e-07,1.527436649038052e-05
107,0.0,0.63,0.0,0.18,0.68,0.09380773064208915,0.29534122347831726,266.3731657544758,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3674917583828769,0.6379726149473559,0.21685526207558703,0.17999999999999997,0.6799999999999999,2.7217940298632254e-15,1.8211658607465524e-10,1.2185510938590014e-05,0.5288534789838993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00040415641886946805,0.019675831227135836,0.012650979154349705,0.016419103326949472,0.004935114598237577,0.0017920203741411886,7.26895918464364e-05,4.455616469848812e-05,6.561660345949879e-05,0.009560479809002386,0.003916174251581273,1.896568810553015e-05,0.0015180100392506207,8.525374129706277e-05,3.06332610665312e-05,9.667419765080599e-06
108,0.0,0.63,0.0,0.18,0.68,0.07462320645451036,0.2501997947692871,265.0947472477105,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2701584353628297,0.6345022801405619,0.12246209634682598,0.17999999999999997,0.6799999999999999,1.7451609532940344e-15,1.1676958339888471e-10,7.813110636822606e-06,0.4108544013914385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00027207190951094093,0.01581952368162241,0.010908636788291855,0.012215666447864534,0.003684072074837518,0.001642493446520565,5.8826785666469385e-05,3.8876359563077085e-05,0.00013208450935852712,0.003856307545513426,0.0017423423660578499,0.004203436879084938,0.0012510425234000585,0.00014952692762062363,1.3862806179967012e-05,5.679805135411037e-06
109,0.0,0.63,0.0,0.18,0.68,0.05832638143731333,0.20956885814666748,264.37551381532705,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1986046721669635,0.6325425191857309,0.06915656506611284,0.17999999999999997,0.6799999999999999,1.1189629779058589e-15,7.487036684050088e-11,5.009613312964129e-06,0.33519570698632806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006552780710742437,0.011738665692376235,0.009910724250501896,0.009549784230682833,0.0029775005028921083,0.0012339696427933911,3.322323556156444e-05,2.590504166110797e-05,0.0003832061615633028,0.004080857989246175,0.0009979125377899585,0.002665882217181701,0.0007065715719454099,0.00040852380372717384,2.5603550104904946e-05,1.2971317901969114e-05
110,1.0,0.6799999999999999,0.68,0.18,0.68,0.030383294457877623,0.08413369208574295,272.05593937609143,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30234742260995373,0.6531999005593466,0.33504564258336633,0.17999999999999997,0.6799999999999999,7.1745711681241735e-16,4.800541089268555e-11,3.212065809890212e-06,0.21492091360554708,0.3588196115700454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00041965889756140676,0.007895876415789,0.0024737636680410647,0.005224709592160499,0.001123381542619759,0.00044027671538890363,3.281215301729996e-05,2.3344096892413535e-05,0.00023561917351283697,0.003842789276587235,0.007436960582460832,0.004325074638522334,0.0018541189602723494,0.0007936929274044875,4.110825442644805e-07,2.560944768694436e-06
111,1.0,0.6799999999999999,0.68,0.18,0.68,0.04119725123841146,0.09986677765846252,276.49138324739,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4413776871795366,0.664865498174253,0.4851980231012853,0.17999999999999997,0.6799999999999999,4.60019432839621e-16,3.0780128002911694e-11,2.0595136036479826e-06,0.1378030748673254,0.5888877094928125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00045481622414450404,0.013085788892063306,0.0031911765176548734,0.005780170350793673,0.0009679342269256012,0.0003105295843605557,3.51949056569597e-05,3.1886157867824586e-05,3.515732658309728e-05,0.005189912476274306,0.0007174128496138087,0.0005554607586331743,0.00015544731569415774,0.00012974713102834794,2.3827526396597414e-06,8.542060975411051e-06
112,1.0,0.6799999999999999,0.68,0.18,0.68,0.04574390574149745,0.11097375303506851,279.02803238880233,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5391692895754409,0.6714532725514412,0.569991793442359,0.17999999999999997,0.6799999999999999,2.9495543863343564e-16,1.9735614428830643e-11,1.3205197323637891e-06,0.08835662907027382,0.7364028618842732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018765807839100161,0.019141994440973233,0.0027856974751663145,0.0038424530348071693,0.0008091629099984244,0.00024102279262520408,4.260813622311038e-05,4.19625718656865e-05,0.00026715814575350245,0.0060562055489099265,0.00040547904248855893,0.0019377173159865037,0.00015877131692717682,6.950679173535162e-05,7.413230566150677e-06,1.0076413997861915e-05
113,1.0,0.6799999999999999,0.68,0.18,0.68,0.078547965733147,0.2527492940425873,280.47079247292015,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5990141382640802,0.6751735081259377,0.6178763721873273,0.17999999999999997,0.6799999999999999,1.8911964271251392e-16,1.2654088925381449e-11,8.466913549264341e-07,0.056652537747639585,0.8309866845939339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011695351080031177,0.023417020960884462,0.01454494493016057,0.007728618257583188,0.0044911553367301725,0.0014870254330328347,5.8359362606127485e-05,5.8219735507401084e-05,0.000981877029612116,0.00427502651991123,0.011759247454994256,0.0038861652227760186,0.0036819924267317483,0.0012460026404076307,1.5751226383017108e-05,1.6257163641714583e-05
114,1.0,0.6799999999999999,0.68,0.18,0.68,0.11520218908931565,0.3269304037094116,281.288838701984,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.633916834632889,0.6772743925729938,0.6449176615693185,0.17999999999999997,0.6799999999999999,1.2125980597414393e-16,8.113553652403265e-12,5.428818918320156e-07,0.036324496158574214,0.8916319767781041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005768996347487352,0.03602461001062942,0.019563554104845015,0.009941621453695862,0.004348204691920012,0.0018338590113443224,6.388285428299598e-05,5.7115508256965884e-05,0.0005926354732543825,0.012607589049744957,0.005018609174684444,0.0022130031961126737,0.00014295064481016032,0.0003468335783114876,5.523491676868498e-06,1.1042272504352004e-06
115,1.0,0.6799999999999999,0.68,0.18,0.68,0.13882893812535488,0.4217711389064789,281.75185794497787,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.653892367591158,0.6784608000924907,0.6601883677257849,0.17999999999999997,0.6799999999999999,7.774940949544253e-17,5.202251482395202e-12,3.4808522227644034e-07,0.02329055455647701,0.9305165487771985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010105206748259367,0.044963213759141446,0.02318212638176165,0.013040178439853481,0.005639320706852482,0.0019698625413688254,6.554316655828127e-05,6.690498493571188e-05,0.00043362104007720146,0.008938603748512026,0.003618572276916636,0.0030985569861576197,0.0012911160149324695,0.000136003530024503,1.6603122752852821e-06,9.789476678746e-06
116,1.0,0.6799999999999999,0.68,0.18,0.68,0.18893992275400154,0.5177229046821594,282.0136699532095,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6652365039275876,0.6791307859188368,0.668812012228197,0.17999999999999997,0.6799999999999999,4.9851396580487446e-17,3.3355816261924628e-12,2.2318541802593512e-07,0.014933446817270978,0.9554485737555103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021007657820774003,0.05879002069403579,0.025505402679034683,0.027653155382154737,0.0060745860671413444,0.002051999448400342,0.00013070070937419099,6.876697070754966e-05,0.0010902451072514637,0.013826806934894346,0.0023232762972730317,0.014612976942301256,0.00043526536028886276,8.213690703151675e-05,6.515754281590972e-05,1.861985771837776e-06
117,1.0,0.6799999999999999,0.68,0.18,0.68,0.16631641587936632,0.5207642316818237,282.1616274099033,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6716579829151487,0.6795091390564628,0.6736819405564617,0.17999999999999997,0.6799999999999999,3.196373782325265e-17,2.138709522721903e-12,1.4310211302177086e-07,0.009575033230895875,0.9714344992154497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006853942241961444,0.051451802332867724,0.014576115447222242,0.02481852732151343,0.003002309129342196,0.0012091812996351114,0.00011368854383692954,5.608580098426784e-05,0.0014153715578812559,0.007338218361168068,0.01092928723181244,0.0028346280606413067,0.0030722769377991483,0.0008428181487652308,1.701216553726145e-05,1.2681169723281818e-05
118,1.0,0.6799999999999999,0.68,0.18,0.68,0.13614860099928852,0.4006257653236389,282.24521596021043,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6752879606602091,0.6797228019297987,0.6764320773363117,0.17999999999999997,0.6799999999999999,2.0494521833186367e-17,1.3712986025176726e-12,9.17542684124463e-08,0.00613932352621554,0.9816843611112659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00039491633738038165,0.046708602999383626,0.01040109987013068,0.01700830283871841,0.0027593579854758724,0.0009799418031910636,0.00012752433712821744,5.596407200874653e-05,0.00029047788681576273,0.004743199333484098,0.004175015577091563,0.00781022448279502,0.00024295114386632373,0.00022923949644404777,1.3835793291287903e-05,1.2172897552131215e-07
119,1.0,0.6799999999999999,0.68,0.18,0.68,0.11692429547696515,0.29679420590400696,282.29243086929796,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6773387501266144,0.6798434612263717,0.6779851294138931,0.17999999999999997,0.6799999999999999,1.314068546968862e-17,8.792497706157353e-13,5.8831037460798636e-08,0.003936413843236039,0.9882563715429786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016303153304432188,0.04462889826702975,0.008908732838636765,0.012154576676746506,0.0018722077215653791,0.000466379097290343,6.898230400447239e-05,6.16626862200726e-05,0.0012353989930628372,0.0020797047323538737,0.0014923670314939148,0.004853726161971904,0.0008871502639104932,0.0005135627059007206,5.854203312374505e-05,5.698614211326065e-06
